environment_score_start,social_score_start,governance_score_start,total_score_start,other_metric
0.18,11.52,7.2,18.89,0.10596029318710279
0.93,9.54,5.23,15.7,0.20003589336110314
1.3,22.35,11.73,35.54,0.13845305204350877
1.29,21.19,11.44,33.92,0.0789059446829915
0.74,19.89,9.29,29.92,0.0879547274733163
0.74,16.53,8.54,25.82,0.056929597558306
0.39,8.35,7.75,16.2,-0.0730146991471553
0.38,9.27,6.52,16.17,0.5871110704210044
1.66,8.35,6.77,16.79,-0.0145862674756471
1.16,12.27,9.65,22.95,0.4528400034413738
1.16,11.98,9.05,22.18,-0.0909935918322265
1.07,16.13,10.74,27.94,0.24196083218443137
1.11,16.32,11.65,29.08,-0.211059663048595
16.46,19.06,6.35,40.59,-0.114854826558284
11.94,14.12,6.27,32.32,0.0733973014768525
12.89,14.33,6.77,33.99,0.0378722569387758
13.95,14.4,6.71,35.06,0.17963745371021808
6.31,7.51,6.46,20.44,0.33050523072903826
6.13,7.2,6.33,19.83,-0.153838917774443
6.47,6.9,6.16,19.54,0.4321827935080222
6.84,6.73,5.96,19.52,0.6412653184711845
7.59,7.46,6.79,21.85,0.21941488768084277
7.87,7.28,6.92,22.06,-0.0187044554555527
8.11,7.22,6.83,22.16,0.0637885498778982
10.83,10.18,4.44,25.31,0.3927631803909504
9.23,9.5,4.24,22.97,-0.35670587876264
8.55,6.06,3.82,18.43,0.15345452048561453
0.14,9.09,4.2,13.45,0.41631657524745913
0.11,8.7,4.17,12.98,0.3810179375716516
0.08,7.92,3.98,11.97,-0.293977349482145
200,201,200,601,0.1054062730433467
505,303,313,1121,0.12134256862154874
1.22,12.94,7.09,21.09,-0.185036338985225
1.19,13.15,6.94,20.97,0.8835866286386062
1.21,12.51,6.71,20.42,0.0678585954846141
500,300,300,1100,0.22141333229203433
363,344,220,927,-0.33727556051419
0.74,9.63,7.56,17.93,0.19763470823133006
0.67,7.67,6.96,15.3,0.5454724077920671
0.51,10.26,7.31,18.08,-0.140721803576162
210,240,275,725,-0.0805381425224242
4.57,5.4,4,13.98,-0.0189308609449316
4.58,5.41,3.81,13.8,0.6938487896570052
4.08,4.97,3.81,12.87,-0.22004644359233
510,360,310,1180,0.10003272957662715
7.35,16.61,7.53,31.29,0.5071219498366405
7.22,16.05,7.25,30.52,-0.0964210552808935
5.27,15.81,7.63,28.7,0.00121131517965254
5.27,15.93,7.34,28.53,0.3185406939195606
700,300,300,1300,-0.0592668285853861
519,307,300,1126,0.0329151131321628
218,200,200,618,-0.223456831404284
4.18,5.65,6.49,16.31,1.1909184713543293
4.52,5.81,6.44,16.76,0.5966934578496216
4.94,5.05,5.56,15.56,0.5040260035426307
4.7,4.15,5.22,14.07,-0.367437215795454
535,327,305,1167,-0.0904043949790872
10.04,15.43,5.98,31.44,-0.0783132406518386
11.29,14.89,6.21,32.39,0.0831596086369631
1.64,9.84,8.49,20,0.35452225352281325
1.59,9.19,8.18,18.96,-0.147109318593942
1.81,8.1,8.66,18.56,-0.370568564049055
1.39,7.83,8.54,17.77,-0.027880098909219
345,256,300,901,0.0835830192369382
16.23,2.75,7.35,25.97,0.15628447455077363
15.94,2.8,7.1,25.84,-0.0379932321952766
16.35,2.88,7.1,26.33,-0.00291888262774493
16.64,2.13,6.02,24.79,0.1573965074034193
492,310,250,1052,-0.0769549636048971
210,230,215,655,-0.00547541947779533
5.58,7.03,6.29,18.91,0.3890234929574927
5.75,7.02,5.96,18.73,-0.0427654204842434
6.03,7.12,5.61,18.76,0.8110347937480054
315,261,210,786,-0.104781388892362
215,200,215,630,0.0935359938058943
522,323,305,1150,-0.296438724547762
505,326,305,1136,-0.0704293161724972
17.12,9.74,8.52,35.3,0.4902519741479993
16.04,9.44,8.64,34.12,0.3025559011636852
15.07,9.32,8.64,33.03,0.25311262282391955
500,300,300,1100,-0.254798860577081
500,303,310,1113,0.30584959508484216
515,308,235,1058,-0.161688869956818
8.99,10.2,5.8,25.07,0.38740556102136603
9.67,10.8,5.72,26.18,0.061932433025078865
7.52,10.62,5.16,23.29,0.13369799377191405
520,307,300,1127,-0.0308745061490023
2.48,13.41,9.96,25.88,0.26717299782289883
2.51,13.97,9.17,25.65,0.023414296056372862
2.52,13.9,7.73,24.16,-0.117320822167532
2.37,12.88,7.64,22.9,0.0570098631783409
517,305,305,1127,0.1223387500944743
2.46,11.05,12.01,26.29,0.3949685503406861
2.24,11.11,11.98,25.33,-0.0599642064866458
2.59,12.31,12.01,26.91,0.4162196374809826
2.34,13.01,10.83,26.16,-0.0763766068268523
5.55,4.29,4.56,14.41,-0.577822713409614
5.56,4.54,4.76,14.9,0.18653212098490826
5.64,4.49,4.71,14.85,0.0322225836554339
5.44,4.45,4.43,14.33,0.29416770012432525
570,298,303,1171,-0.325279547497651
10.91,13.72,5.62,30.32,0.0869240757272712
10.64,15.16,6.16,31.89,0.23189140101112493
9.03,14.1,5.27,28.4,0.00866571143905787
500,300,300,1100,0.056919888736272316
230,213,210,653,-0.354277616649061
19.02,5.03,9.14,33.78,0.6493070457986003
19.19,4.66,8.65,32.51,0.00798665338013157
17.75,4.9,8.77,31.43,0.5511267218791234
18.55,4.86,8.82,32.24,-0.174522010979561
0.07,7.53,10.77,18.41,0.4149099147152999
0.09,8.06,10.8,18.93,0.0484810810973479
0.11,8.36,10.88,19.34,0.49291425636535174
500,300,300,1100,-0.0132527253445363
12.95,13.84,8.23,35.02,0.0150285993303542
12.62,13.57,7.84,34.03,-0.173508306250523
515,344,300,1159,-0.135364329560143
500,327,341,1168,0.16065021705603869
515,379,315,1209,0.9253165329558937
21.29,9.48,6.08,37.36,-0.107396796600642
22.55,9.48,6.11,38.11,0.0357572957972884
19.36,8.46,5.54,33.36,-0.320630750908231
15.68,7.07,5.3,28.04,0.5334292446780504
700,366,315,1381,0.35319667356516704
330,287,235,852,-0.167571528966069
1.63,15.46,11.44,28.64,0.35023845525866326
1.6,15.2,11.06,28,0.20799564760419015
1.63,14.52,11.07,27.22,-0.101888404414016
0.88,11.28,10.52,22.67,-0.0205034618045065
500,305,315,1120,0.134891637295126
500,300,300,1100,-0.330325312548315
530,313,305,1148,0.6205846825037012
555,303,320,1178,-0.14668276881345
0.13,13.18,6.93,23.01,0.7843664960910772
0.41,14.45,5.74,20.6,0.35923770779927294
1.61,5.41,5.39,12.41,-0.214265950256442
0.45,9.71,5.23,15.45,0.5841284993858914
0.46,9.57,5.14,15.17,0.40080614610728477
0.46,9.11,4.85,14.42,0.5113468259071816
0.82,8.17,5.1,14.08,-0.16555842707846
1.4,8.98,5.48,15.46,0.26640252700607225
1.4,8.55,5.48,15.21,0.4147497561976513
505,305,347,1157,-0.140471754759694
2.12,12.8,12.74,27.66,-0.252758848346574
2.04,13.31,11.94,27.29,0.19396716163520822
2.2,12.77,11.19,26.16,0.024330700277210425
245,389,311,945,-0.306971703125133
0.92,6.1,5.62,12.71,0.42297491764611084
0.92,5.21,5.76,11.9,0.4154527340819906
0.78,5.71,5.51,12,0.46944585362554114
505,300,240,1045,-0.220306712426938
530,330,300,1160,-0.253221227572863
12.47,11.12,3.9,27.67,0.3946991011870295
12.63,10.98,3.93,27.54,-0.567443444307563
12.54,10.97,4.47,27.99,-0.18185406473293
11.98,10.12,4.51,26.61,0.031458525348554325
2.38,7.95,7.84,18.15,0.3287841253310752
2.16,7.4,7.3,16.87,0.2375536346211524
1.59,6.3,6.41,14.3,0.5704030600188501
1.81,4.56,5.56,11.93,-0.15326975299387
9.55,13.34,5.65,28.53,0.26634587733759457
9.45,12.51,5.6,27.56,-0.158212464306933
668,306,313,1287,-0.113573119442412
10.41,9.06,5.65,25.13,0.2612481799908119
9.66,9.06,5.04,23.77,0.37520092856127474
8.91,10.88,4.94,24.73,0.00193859335907339
7.8,9.37,5.09,22.26,0.3858100242040276
361,322,223,906,0.15036230294100128
205,275,200,680,-0.203366515332652
505,315,305,1125,0.027777751205062744
500,310,300,1110,0.32367143036952234
505,302,300,1107,0.2073911292631349
550,374,350,1274,-0.217276586656582
19.68,11.27,7.84,38.88,0.016624080594509823
20.93,11.35,7.91,40.19,-0.0572433464518808
17.26,8.95,5.55,31.75,0.14179704091512962
17.26,8.95,5.46,31.66,-0.0932439259641612
358,339,330,1027,-0.118726976353122
2.77,9.51,6.76,18.63,0.0701392807200199
2.77,8.15,6.19,17.11,0.3839325436196594
2.61,7.2,6.05,15.87,-0.17988266345601
2.54,13.74,11.39,27.78,-0.202689820128498
2.54,13,11.11,27.05,0.29624205771735146
2.24,12.34,10.83,25.41,-0.125692288961613
250,226,225,701,-0.0811997916440164
12.3,15.22,9.23,36.75,1.106866018510773
10.07,14.21,9.39,33.66,0.43894166770370735
1.91,4.66,6.85,13.49,0.8011329160370634
2.12,4.26,6.64,13.02,1.1872251820189652
2.37,4.14,6.63,13.15,1.244386324594044
2.44,4.46,6.1,13,-0.28700316557826
265,206,205,676,-0.26142245395017
525,303,315,1143,0.025160074185915423
509,300,300,1109,-0.0540660915927959
9.26,7.02,7.84,24.15,0.7697120797573485
9.02,6.97,7.37,23.36,0.2363734838054056
7.86,6.61,5.07,19.54,0.420694793101273
8.51,7.13,5.39,21.02,-0.255659177484522
500,300,300,1100,0.012268189212803784
467,423,280,1170,-0.260598777285428
515,335,305,1155,0.141642194121049
581,326,355,1262,0.20929450744403078
543,333,305,1181,0.0685769024119204
0.44,9.8,6.69,17.39,0.1903124053393664
0.43,10.39,6.54,17.67,0.0677590268019293
0.42,10.62,6.86,17.82,-0.0508723604050937
0.43,10.96,6.75,18.13,0.21437961114149445
500,300,200,1000,-0.09023250564058
500,300,300,1100,0.014379895101680093
19.72,10.85,6.61,37.17,0.6332394237249633
505,302,300,1107,1.0314961318890166
470,305,315,1090,-0.230810030410999
0.15,10.92,6.91,18.78,0.32740316991332724
0.11,9.2,6.84,16.16,0.0898245649728151
0.32,9.32,6.6,16.25,0.46443516082749187
500,300,200,1000,0.00499969092004354
8.31,14.87,9.1,32.28,0.019050935391422757
568,343,305,1216,-0.0515522653708393
535,331,335,1201,-0.0304456755133936
500,300,205,1005,0.0878661841557126
371,300,220,891,-0.286562035599508
719,340,358,1417,-0.00174217803179261
500,300,300,1100,-0.0919658302241931
1.81,9.21,10.99,21.86,0.27050124363181854
1.94,8.55,11.9,22.39,-0.104997287800497
2.11,7.55,10.84,20.5,0.45679757518948483
555,320,300,1175,0.018174304622627348
560,422,310,1292,-0.0192961535659486
2.06,7.78,13.32,23.15,0.22115386100396128
2.06,8.78,13.41,24.24,0.33766233364110937
1.95,10,12.33,24.27,0.0519573642107667
1.72,8.38,10.96,21.06,0.0937561035156194
325,303,225,853,-0.13988256660487
7.62,8.73,5.02,21.47,-0.174617898615981
7.81,9.42,4.98,22.07,0.046101279454262685
7.6,8.76,4.96,21.29,-0.223019456552196
215,203,240,658,-0.263736303221113
13.2,2.1,4.35,19.7,0.367900257807729
13.24,2.07,4.2,19.5,0.22163171589808106
10.88,1.67,4.02,16.57,-0.0163283701020788
9.78,1.39,3.77,14.94,0.194635763240762
515,316,325,1156,-0.190593170048548
579,374,315,1268,-0.0341921496857619
520,327,315,1162,0.0725049773176428
1.94,10.26,8.82,21.7,-0.195111850863277
1.84,10.28,8.2,20.82,0.3862787908599191
1.64,10.63,8.17,20.43,-0.0672926447574334
1.77,12.39,8.53,22.7,0.33965803102892045
455,323,300,1078,-0.144672557284965
8.73,15.61,6.9,31.27,0.23572198954144027
9.49,15.52,7.05,32.06,0.15212669364107886
9.83,14.8,7.25,31.88,0.37610701336445007
433,330,315,1078,-0.28207584305699
11.31,9.81,5.97,27.16,0.0573779785810018
11.54,10.29,6.16,28,-0.112947970879803
12.15,9.52,6.02,27.7,0.0973676322791832
525,306,313,1144,-0.268445233995418
13.17,8.8,7.88,29.75,0.22414334403484448
14.17,8.79,8.73,31.36,-0.12608992628419
9.91,8.53,7.76,26.19,0.1920364860779652
9.32,7.69,7.43,24.45,-0.254677514681156
525,306,300,1131,-0.0315090835028379
285,300,288,873,0.0773754658386154
235,245,205,685,0.0944700747191735
18.59,7.07,4.73,30.39,-0.375981430239164
18.61,8.08,5.31,31.99,0.026200233084970145
16.39,7,5.9,29.29,0.13664424705547723
1.81,15.51,6.7,24.04,0.3610244907823801
1.64,13.55,6.72,22.21,-0.0740603124033411
1.26,12.1,5.91,19.26,0.00899476833346363
550,302,308,1160,-0.18636663919573
418,319,315,1052,-0.263939181148464
9.07,16.88,12.02,37.94,0.3734817787712349
9.07,16.49,11.85,37.41,0.7535913605605078
8.79,16.88,10.5,36.17,0.6172073511205419
540,382,310,1232,0.17769062648930728
23.21,11.41,9.37,43.54,0.17541541040550776
23.34,12.72,9.12,45.19,-0.250822285299196
17,9.81,8.85,35.65,0.581290299001036
18.43,8.97,9.05,36.45,0.40987324455103774
0.09,11.64,7.87,19.52,0.3130614442264635
0.09,11.4,7.21,18.69,1.1393988703450386
0.22,10.8,6.44,17.45,-0.206980658490531
370,244,285,899,-0.46549294393621
1.93,6.44,10.73,18.91,0.5699288640422242
3.51,6.16,10.31,19.97,0.7107242124331729
6.37,3.49,9.18,19.04,0.19515065474378626
5.45,4.29,7.81,17.55,-0.251489798693439
19.64,9,7.69,36.33,0.9495136772767256
15.96,8.91,7.23,32.1,-0.0652122143639996
14.11,8.64,7.41,30.15,-0.277235922849883
503,327,310,1140,0.0645868525968898
505,276,305,1086,0.057964732501448055
575,372,365,1312,-0.0738747844253035
0.06,16.69,8.1,24.85,0.019910409374894845
0.03,15.28,7.98,23.3,0.2780687443163016
0.01,13.76,7.54,21.32,0.2971552051228176
505,327,305,1137,0.17283203125
490,304,305,1099,-0.0794849413473351
255,334,310,899,-0.0275015656217803
1.69,12.46,14.34,28.48,0.0626457562955056
1.81,12.49,13.18,27.47,0.5749843544350751
1.43,11.23,12.39,25.05,0.10879699515511082
420,352,303,1075,-0.0949124665386752
4.28,12.16,10.98,27.29,0.38378430374842337
4.42,12.4,10.81,27.62,0.36782500583741834
4.1,12.5,10.57,27.17,0.22153444136296654
3.36,12.39,10.68,26.44,-0.0940352132635998
6.49,9.06,6.73,22.29,0.36459730904092097
6.06,9.42,6.82,22.3,0.23054650449319075
5.51,9.52,6.53,21.56,0.38492995731791557
308,243,210,761,-0.249935504990457
500,300,305,1105,0.0198714284312883
570,350,340,1260,-0.0608121584042695
375,325,300,1000,-0.0898013083350639
12.83,7.81,3.81,24.53,0.25584971001994794
13.04,6.95,3.79,23.78,0.0733392971637226
12.11,6.4,3.72,22.22,0.44988559477825063
293,235,216,744,-0.0465550370994989
520,330,400,1250,0.21131499099770104
2.46,8.39,7.36,18.11,0.5052466977255978
2.36,7.76,7.2,17.32,0.16993577451185446
2.78,7.05,6.44,16.27,0.37414334378864894
250,251,215,716,-0.0842609328511814
3.15,12.99,5.11,21.23,0.38065323096110987
3.18,13.03,4.95,21.15,0.21402632799035556
2.87,13.53,4.57,20.98,0.0864759171643113
6.11,14.41,4.24,24.78,-0.317420802208521
2.15,10.52,12.43,25.1,0.5802329301977802
2.25,10.15,11.59,23.99,-0.0215206302635896
555,318,257,1130,-0.000444755828822699
13.54,11.13,6.38,31.05,0.49863886493232756
13.12,11.2,6.1,30.42,0.2561490795589455
12.62,11.06,5.79,29.46,0.43740728602745604
295,259,220,774,-0.274276899898266
510,340,300,1150,-0.258358946167386
10.81,16.35,6.39,33.62,0.11871503228393526
11.03,11.97,6.13,29.13,0.11015078770039635
11.07,9.85,6.2,27.12,0.17420255445878335
12.36,12.42,6.17,30.95,0.0319125912686874
9.92,6.51,7.37,23.78,0.13271340833241918
9.97,7,7.31,24.28,-0.461253709844828
9.07,9.18,7.08,25.33,0.35643119866064127
8.1,9.16,6.27,23.53,0.43831062317717306
500,300,261,1061,-0.0265983921471647
1.18,13.05,5.81,19.85,0.6899355627861525
1.18,12.11,5.45,18.74,0.8476230827822315
1.1,9.07,4.3,14.46,0.4173076923076923
2.49,7.16,4.12,13.76,-0.197096436975338
515,307,330,1152,0.10934303450758398
4.26,4.8,6.71,15.73,-0.104538615879741
4.47,4.77,5.87,15.12,-0.429221627139788
5.12,4.58,5.16,14.87,0.8651645743873857
4.28,4.22,6.05,14.55,-0.203140574165205
1.41,5.86,6.11,13.39,0.6131032132158626
1.41,6.07,5.87,13.35,0.19725389597326534
1.57,5.77,5.37,12.71,0.4227186543450633
435,341,310,1086,-0.180276193674419
13.21,10.28,5.93,29.4,0.4028522968907005
13.62,10.28,5.82,29.72,-0.158065141607871
14.42,10.08,5.6,30.1,0.039610193336556986
700,386,310,1396,0.29245283018867924
510,301,305,1116,0.00555306692495855
1.89,11.33,8.22,21.44,0.2760122008771896
1.72,11.85,8.32,21.89,-0.0829133288866989
1.56,12.43,8.52,22.5,0.2680666027242791
1.64,11.67,8.34,21.65,-0.192651796308007
1.61,8.11,5.84,15.55,0.5690929027714909
1.59,7.88,5.81,15.27,0.039291062032486855
1.59,3.8,5.21,10.6,0.8137743088196034
540,355,300,1195,-0.279748699094727
8.14,9.33,5.94,23.4,0.1530768102552648
9.02,9.34,4.97,23.33,0.1407727328213773
9.95,9.76,5.4,25.11,0.00067660962764179
7.25,18.26,9.03,34.1,-0.297795010182815
6.78,17.29,8.88,32.4,0.40935380649377034
7.14,16.54,8.56,32.22,0.0681980955176785
5.72,12.55,8.47,26.74,0.11057465369897276
555,315,300,1170,-0.258977572497178
15.39,8.99,8.81,33.01,0.8354083834371808
14.59,9.09,8.46,32.14,0.25301206627399414
15.26,9.51,8.36,33.12,0.011804588384394228
13.82,9.32,8.2,31.34,-0.243623463067849
0.17,12.83,8.7,21.7,0.5555075125232114
0.15,12.61,8.16,20.92,-0.0395683544362592
0.13,12.09,7.1,19.33,0.32542855398995435
325,312,310,947,-0.188898426544056
4,20.79,12.28,37.07,0.34689169832569644
4.46,19.57,12.05,36.08,0.16165729804709822
4.89,17.11,11.72,33.72,0.0899976254154446
4.05,14.52,11.57,30.15,-0.0213529463254221
2.51,5.92,4.56,13.04,0.3761261442327461
2.56,5.58,4.65,12.8,-0.126969148040754
2.36,5.03,4.48,11.87,0.059482110849938
2.66,4.81,4.66,12.13,0.1020694684257298
210,200,305,715,0.044025934056081316
12.84,17.85,8.29,38.98,-0.000688665956888525
500,300,300,1100,0.09769140625
510,268,300,1078,-0.19075550660845
200,200,200,600,-0.253735026288399
507,328,315,1150,-0.356908915136754
2.01,13.02,10.39,25.42,-0.15032794832786
480,308,300,1088,-0.121186620925448
5.39,17.81,8.15,31.47,0.4629824181459777
4.64,16.47,7.88,28.98,0.0923640930150736
4.7,16.42,7.89,29.01,-0.200972984409013
4.81,16.39,8.05,29.26,0.0247807594331753
2.06,9.33,5.14,16.72,0.9706426610053245
1.95,8.3,5.16,15.41,0.371213230130471
1.99,7.63,5.34,14.95,0.31120055319271983
2.13,7.58,5.06,14.77,0.026528711774448908
2.14,7.6,5.63,15.35,0.38051101074471694
2.08,7.36,5.49,14.92,0.11348441018549726
2.03,7.19,5.39,14.61,0.11156654138672675
1.94,7.35,5.33,14.61,-0.173018626266325
527,332,280,1139,-0.141917626519596
4.8,13.6,7.59,25.99,0.7095589604330508
4.27,14.36,7.72,26.35,-0.136411014732172
3.49,13.38,7.47,24.33,0.14858331254516982
1.66,6.82,5.74,14.19,-0.188139725396928
1.68,6.9,5.86,14.46,0.1443299005271318
1.16,7.46,5.05,13.66,0.26716595861410647
483,310,300,1093,-0.177273761048879
2.34,5.42,4.65,12.91,0.3381626034447696
1.99,4.68,5.27,11.93,0.29431852877035014
2.79,4.25,5.26,12.3,0.5985155832253808
550,415,315,1280,-0.228473372496105
2.84,12.56,9.01,24.03,-0.116047514968045
2.85,12.34,8.84,23.72,0.350476553861218
2.96,11.72,8.64,23.32,0.23735186986266654
2.14,11.76,6.36,20.25,0.29147515095188564
510,325,310,1145,-0.295477576334365
1.55,9.07,12.95,23.58,0.16563111276108008
1.55,9.16,12.09,22.8,0.0207241910717256
1.44,8.7,11.02,21.16,0.11235147012997156
1.08,8.2,10.53,19.79,0.17410150167606697
500,300,200,1000,-0.0424586117760823
2.8,17.62,10.38,31.03,0.36664486602324853
2.77,17.34,11.12,31.22,7.311778212336737
2.87,17.31,10.86,31.04,0.46885163459024587
555,160,278,993,-0.141799172293617
14.94,13.61,14.67,42.77,-0.341715979809567
14.28,14.25,13.28,41.72,0.7164404099562451
15.3,15.55,12.96,43.81,-0.292490105995641
12.66,13.47,10.03,36.16,0.3502711005640425
530,374,340,1244,0.0986418043940161
700,389,320,1409,-0.261153810539425
225,307,310,842,-0.219859706113851
6.77,5,7.25,18.97,0.38303137485616995
6.59,5.22,6.33,18.14,0.27104467340308075
6.97,5.38,5.8,18.14,0.1450181909603117
8.81,5.03,6.32,20.16,-0.0802881213539948
10.29,19.16,7.44,37.36,-0.191739886728299
10.6,19.61,7.36,37.85,-0.0148001320271181
10.99,19.99,7.19,38.18,0.072808049934345
9.8,18.25,7.34,35.39,0.602989974934364
500,300,200,1000,-0.114422026590488
400,306,305,1011,-0.245297427639013
205,203,221,629,0.010297804298763008
5.74,6.91,6.06,18.73,0.19011209901569218
4.76,5.57,5.84,16.17,-0.177440083453033
3.77,4.23,5.17,13.17,0.5610200677096383
3.2,3.83,5.28,12.31,-0.0409726690033494
3.33,21.49,9.65,34.48,-0.0590711118242184
3.45,19.39,8.72,31.57,0.1612755011718141
205,242,200,647,0.00471351615159515
0.03,15.1,6.01,20.94,0.19991841218909392
0.03,14.9,5.95,20.88,0.19287019379045445
0.03,15.16,5.79,20.99,0.42876653067986803
0.03,11.59,5.89,17.51,0.0696400146484359
290,257,245,792,-0.0277985914556091
5.53,9.35,6.18,21.06,0.43099926461402793
5.6,9.35,5.89,20.84,0.272802874741465
4.92,9.45,5.36,19.72,-0.124062382395717
472,318,300,1090,-0.00657145285132522
1.54,13.15,12.08,26.78,-0.216579801643444
336,317,300,953,-0.0600927716930965
504,368,310,1182,-0.0217451769649807
505,301,300,1106,-0.237655997933481
18.96,8.76,5.57,34.3,0.26862641442743135
21.93,9.9,5.41,37.25,-0.402198020324036
608,307,330,1245,0.38337726106357056
18.95,4.93,8.9,33.2,0.47682056916065646
19.61,4.85,8.83,33.29,0.022827569369606972
15.18,5.17,8.59,28.93,0.3928739416985896
15.61,4.56,8.98,29.15,-0.161372315781969
540,326,325,1191,-0.0145134577222965
0.11,15,6.73,22.01,0.39504896852442356
0.11,14.58,6.74,21.43,0.3906082397870515
0.11,14.69,6.46,21.25,0.10178222063003226
615,366,300,1281,-0.0630765192803256
548,354,325,1227,-0.146998296166369
0.16,18.09,7.9,26.16,0.1047333780924466
0.16,18.04,7.85,26.08,0.3581662913571997
0.15,17.22,7.5,24.88,-0.0769618648932422
0.52,15.88,7.41,23.82,0.31866468899125955
4.84,4.67,4.95,14.38,-0.00482590101840196
4.8,4.45,4.57,13.82,-0.154482742835736
3.4,4.03,4.71,12.14,0.043691290519573066
2.75,4.28,5.38,12.4,0.1817296063230966
500,300,200,1000,-0.194117666858293
1.97,11.33,6.37,19.67,-0.0428478498264705
1.71,10.2,6.14,18.05,-0.118724560866614
3.16,9.04,5.63,17.83,0.033800694191387724
607,311,320,1238,-0.0376646379800559
270,292,235,797,-0.20645276596303
2.63,10.04,4.5,17.49,-0.122619021398408
2.38,10.59,4.51,17.48,-0.327260426968108
1.89,11.04,4.67,17.6,0.2984815092109229
2.1,11.52,4.73,18.35,-0.142556394709498
3.16,9.26,7.09,19.65,-0.540802381819014
3.01,7.75,7.39,18.25,0.7557399319960327
2.53,4.39,5.69,12.61,0.18671516249464679
2.01,4.07,5.62,11.7,-0.295209123154558
18.46,10.5,5.74,34.46,0.042601261750020054
17.19,9.94,5.7,32.84,0.3345391772883171
17.43,9.59,5.6,32.62,-0.00400435866311618
17.85,9.24,5.26,32.36,0.0539630977529236
635,438,300,1373,0.0626094304689602
437,326,300,1063,0.11455425600832513
1.16,14.57,15.3,31.07,0.1816384950470106
1.15,14.17,15.41,30.72,-0.439554296000965
1.24,14.89,15.4,31.53,0.5824538266874311
1.94,15.4,15.51,32.84,-0.0527284245853927
500,301,300,1101,-0.276379985213175
613,408,285,1306,-0.0439118009550714
15.42,13.17,3.36,32,0.0880734010774576
13.77,10.26,3.33,27.36,-0.162489607778541
9,8.52,3.22,20.75,0.2827587139997336
9.53,9.79,3.16,22.49,0.3593571220276119
3.47,19.64,8.07,30.14,0.2968135871824777
3.7,17.6,7.34,28.66,0.2127712700342239
3.36,17.22,6.83,27.41,0.00270269841580753
4.4,15.79,6.31,26.49,0.0908333460489861
2.02,10.89,16.47,29.32,0.4227865460834829
1.72,10.62,15.62,27.96,-0.0441790680006973
2,8.15,14.57,24.73,0.23876107511830788
360,294,300,954,0.237364033944257
555,324,305,1184,0.1185036063587851
540,330,305,1175,-0.182545306676624
700,340,300,1340,-0.0373944320514069
3.6,13.9,10.58,28.07,0.4435550885921776
3.61,11.88,11.4,26.89,-0.205758103828511
3.78,11.69,11.54,27,-0.248431287947634
3.55,11.98,10.94,26.47,-0.140583228965071
223,201,205,629,0.0987288252176403
18.52,10.29,8.46,37.42,-0.186470977216946
18.64,10.16,8.46,37.27,0.0360801835223415
16.14,9.91,8.01,34.06,0.47623636912979506
18.75,10.06,8.13,36.93,0.43419332827904505
530,318,305,1153,-0.119504753312704
2.82,9.81,5.48,18.14,0.19905649084304328
2.94,9.56,5.37,17.86,0.2858766574849183
3.53,7.81,5.11,16.45,0.17534058221785706
374,254,210,838,-0.300058231174904
4.1,10.86,5.39,20.36,0.10582948080581334
3.35,10.55,4.58,18.48,0.0759167087896468
3.82,12.39,4.5,20.72,0.2737112904615276
4.25,12.13,4.74,21.12,-0.111360045659479
3.8,18.2,12.41,34.25,0.4543334285203789
4.3,18.72,11.08,34.1,0.027403682669821273
4.74,17.84,10.35,32.94,-0.183914708803084
520,330,310,1160,0.019081264758570027
320,317,300,937,-0.335089884284941
200,200,200,600,-0.0150282229667818
2.72,13.98,11.49,28.19,0.2533131099976748
1.98,9.39,10.63,21.99,0.4700602336102168
520,348,310,1178,-0.226959394767222
